id,kat_1_1,kat_2_1,kat_3_1,kat_1_2,kat_2_2,kat_3_2,kat_1_3,kat_2_3,kat_3_3,kat_1_4,kat_2_4,kat_3_4,kat_1_5,kat_2_5,kat_3_5,kat_1_6,kat_2_6,kat_3_6,kat_1_7,kat_2_7,kat_3_7
AT1G06180.1,1.1742,1.5744,1.731,1.2721,1.354,1.499,1.1791,0.8161,1.5515,1.0087,1.2269,1.2901,0.7102,0.7375,1.0056,0.5259,0.9311,0.8234,0.6165,0.9128,1.0219
AT1G08320.2,5.6342,6.0093,6.6832,4.4586,6.2829,6.6872,4.5328,6.5464,6.0922,5.8705,4.1772,4.5278,4.3129,4.3509,4.8374,3.302,3.402,4.3779,4.4061,6.2061,5.7894
AT1G47760.1,1.4474,1.588,2.2204,1.2107,1.6185,1.5878,1.2598,0.9177,1.1119,1.263,0.5887,1.6063,0.7782,0.9485,1.1497,0.9965,0.8572,1.2177,1.4293,1.4462,1.1627
AT1G49130.1,5.6051,4.8751,7.0854,5.9193,4.0351,4.4783,4.9196,1.6662,2.1183,3.8562,3.4591,5.6784,3.273,1.7354,10.0155,2.7709,3.1242,4.5297,3.5306,4.1162,3.758
AT1G49475.1,4.1931,2.8871,4.5133,1.2834,2.1106,4.4677,2.4376,2.6411,6.7794,3.6319,3.5052,3.548,1.9885,2.101,2.689,1.3045,1.2021,1.9924,0.9872,1.0523,1.6251
AT1G52830.1,6.7256,5.9825,14.0706,5.1915,5.2349,8.9762,3.2747,4.7221,4.1136,1.4268,1.3501,3.1393,1.9955,0.7058,2.3082,1.5561,1.1064,1.9017,2.3517,2.0436,1.9022
AT1G64380.1,4.2496,5.6845,4.7231,4.9792,3.7108,3.7859,3.1395,3.0145,3.7402,2.3148,1.6126,3.3729,2.1353,1.8882,2.2891,3.3178,3.1459,3.2976,7.6736,9.5962,7.0598
AT1G74500.1,5.3557,7.8348,8.279,4.1573,9.3853,8.3821,4.72,6.8744,10.5304,4.865,5.0951,6.5793,3.0929,5.76,4.4283,4.3576,3.3463,4.1693,2.0727,2.6096,3.2106
AT1G77450.1,15.8766,20.0172,27.1317,14.0307,18.3345,23.4967,14.4692,22.7896,24.6228,14.0579,11.2128,12.6558,10.6423,12.7526,9.4457,10.5765,8.0761,7.5844,8.0956,8.7694,7.1456
AT2G22430.1,46.0384,39.8755,62.1077,36.2858,38.7844,46.3019,25.9322,27.932,41.9646,31.558,23.0644,35.604,23.2824,16.4249,39.1059,23.739,24.6002,32.6127,31.3152,34.3532,38.6391
