Row,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97
AT1G08320.2,6.1089,5.80956666666667,5.7238,5.29115,4.8585,4.82865833333333,4.79881666666667,4.768975,4.73913333333333,4.70929166666667,4.67945,4.64960833333333,4.61976666666667,4.589925,4.56008333333333,4.53024166666667,4.5004,4.47519895833333,4.44999791666667,4.424796875,4.39959583333333,4.37439479166667,4.34919375,4.32399270833333,4.29879166666667,4.273590625,4.24838958333333,4.22318854166667,4.1979875,4.17278645833333,4.14758541666667,4.122384375,4.09718333333333,4.07198229166667,4.04678125,4.02158020833333,3.99637916666667,3.971178125,3.94597708333333,3.92077604166667,3.895575,3.87037395833333,3.84517291666667,3.819971875,3.79477083333333,3.76956979166667,3.74436875,3.71916770833333,3.69396666666667,3.73090902777778,3.76785138888889,3.80479375,3.84173611111111,3.87867847222222,3.91562083333333,3.95256319444444,3.98950555555556,4.02644791666667,4.06339027777778,4.10033263888889,4.137275,4.17421736111111,4.21115972222222,4.24810208333333,4.28504444444444,4.32198680555556,4.35892916666667,4.39587152777778,4.43281388888889,4.46975625,4.50669861111111,4.54364097222222,4.58058333333333,4.61752569444444,4.65446805555556,4.69141041666667,4.72835277777778,4.76529513888889,4.8022375,4.83917986111111,4.87612222222222,4.91306458333333,4.95000694444444,4.98694930555556,5.02389166666667,5.06083402777778,5.09777638888889,5.13471875,5.17166111111111,5.20860347222222,5.24554583333333,5.28248819444444,5.31943055555555,5.35637291666667,5.39331527777778,5.43025763888889,5.4672
AT1G49130.1,5.8552,4.8109,2.90136666666667,3.6163,4.33123333333333,4.38762777777778,4.44402222222222,4.50041666666667,4.55681111111111,4.61320555555556,4.6696,4.72599444444444,4.78238888888889,4.83878333333333,4.89517777777778,4.95157222222222,5.00796666666667,4.960059375,4.91215208333333,4.86424479166667,4.8163375,4.76843020833333,4.72052291666667,4.672615625,4.62470833333333,4.57680104166667,4.52889375,4.48098645833333,4.43307916666667,4.385171875,4.33726458333333,4.28935729166667,4.24145,4.19354270833333,4.14563541666667,4.097728125,4.04982083333333,4.00191354166667,3.95400625,3.90609895833333,3.85819166666667,3.810284375,3.76237708333333,3.71446979166667,3.6665625,3.61865520833333,3.57074791666667,3.522840625,3.47493333333333,3.48173888888889,3.48854444444444,3.49535,3.50215555555556,3.50896111111111,3.51576666666667,3.52257222222222,3.52937777777778,3.53618333333333,3.54298888888889,3.54979444444444,3.5566,3.56340555555556,3.57021111111111,3.57701666666667,3.58382222222222,3.59062777777778,3.59743333333333,3.60423888888889,3.61104444444444,3.61785,3.62465555555556,3.63146111111111,3.63826666666667,3.64507222222222,3.65187777777778,3.65868333333333,3.66548888888889,3.67229444444444,3.6791,3.68590555555556,3.69271111111111,3.69951666666667,3.70632222222222,3.71312777777778,3.71993333333333,3.72673888888889,3.73354444444444,3.74035,3.74715555555556,3.75396111111111,3.76076666666667,3.76757222222222,3.77437777777778,3.78118333333333,3.78798888888889,3.79479444444444,3.8016
AT1G52830.1,8.92623333333333,6.46753333333333,4.0368,3.00443333333333,1.97206666666667,1.94688055555556,1.92169444444444,1.89650833333333,1.87132222222222,1.84613611111111,1.82095,1.79576388888889,1.77057777777778,1.74539166666667,1.72020555555556,1.69501944444444,1.66983333333333,1.66519479166667,1.66055625,1.65591770833333,1.65127916666667,1.646640625,1.64200208333333,1.63736354166667,1.632725,1.62808645833333,1.62344791666667,1.618809375,1.61417083333333,1.60953229166667,1.60489375,1.60025520833333,1.59561666666667,1.590978125,1.58633958333333,1.58170104166667,1.5770625,1.57242395833333,1.56778541666667,1.563146875,1.55850833333333,1.55386979166667,1.54923125,1.54459270833333,1.53995416666667,1.535315625,1.53067708333333,1.52603854166667,1.5214,1.53343680555556,1.54547361111111,1.55751041666667,1.56954722222222,1.58158402777778,1.59362083333333,1.60565763888889,1.61769444444444,1.62973125,1.64176805555556,1.65380486111111,1.66584166666667,1.67787847222222,1.68991527777778,1.70195208333333,1.71398888888889,1.72602569444444,1.7380625,1.75009930555556,1.76213611111111,1.77417291666667,1.78620972222222,1.79824652777778,1.81028333333333,1.82232013888889,1.83435694444444,1.84639375,1.85843055555556,1.87046736111111,1.88250416666667,1.89454097222222,1.90657777777778,1.91861458333333,1.93065138888889,1.94268819444444,1.954725,1.96676180555556,1.97879861111111,1.99083541666667,2.00287222222222,2.01490902777778,2.02694583333333,2.03898263888889,2.05101944444444,2.06305625,2.07509305555556,2.08712986111111,2.09916666666667
AT1G74500.1,7.1565,7.30823333333333,7.37493333333333,6.44403333333333,5.51313333333333,5.42262777777778,5.33212222222222,5.24161666666667,5.15111111111111,5.06060555555556,4.9701,4.87959444444444,4.78908888888889,4.69858333333333,4.60807777777778,4.51757222222222,4.42706666666667,4.4124,4.39773333333333,4.38306666666667,4.3684,4.35373333333333,4.33906666666667,4.3244,4.30973333333333,4.29506666666667,4.2804,4.26573333333333,4.25106666666667,4.2364,4.22173333333333,4.20706666666667,4.1924,4.17773333333333,4.16306666666667,4.1484,4.13373333333333,4.11906666666667,4.1044,4.08973333333333,4.07506666666667,4.0604,4.04573333333333,4.03106666666667,4.0164,4.00173333333333,3.98706666666667,3.9724,3.95773333333333,3.93009236111111,3.90245138888889,3.87481041666667,3.84716944444444,3.81952847222222,3.7918875,3.76424652777778,3.73660555555555,3.70896458333333,3.68132361111111,3.65368263888889,3.62604166666667,3.59840069444444,3.57075972222222,3.54311875,3.51547777777778,3.48783680555555,3.46019583333333,3.43255486111111,3.40491388888889,3.37727291666667,3.34963194444444,3.32199097222222,3.29435,3.26670902777778,3.23906805555556,3.21142708333333,3.18378611111111,3.15614513888889,3.12850416666667,3.10086319444444,3.07322222222222,3.04558125,3.01794027777778,2.99029930555556,2.96265833333333,2.93501736111111,2.90737638888889,2.87973541666667,2.85209444444444,2.82445347222222,2.7968125,2.76917152777778,2.74153055555556,2.71388958333333,2.68624861111111,2.65860763888889,2.63096666666667
AT2G22430.1,49.3405333333333,40.4573666666667,31.9429333333333,31.0092,30.0754666666667,29.7584333333333,29.4414,29.1243666666667,28.8073333333333,28.4903,28.1732666666667,27.8562333333333,27.5392,27.2221666666667,26.9051333333333,26.5881,26.2710666666667,26.2933447916667,26.3156229166667,26.3379010416667,26.3601791666667,26.3824572916667,26.4047354166667,26.4270135416667,26.4492916666667,26.4715697916667,26.4938479166667,26.5161260416667,26.5384041666667,26.5606822916667,26.5829604166667,26.6052385416667,26.6275166666667,26.6497947916667,26.6720729166667,26.6943510416667,26.7166291666667,26.7389072916667,26.7611854166667,26.7834635416667,26.8057416666667,26.8280197916667,26.8502979166667,26.8725760416667,26.8948541666667,26.9171322916667,26.9394104166667,26.9616885416667,26.9839666666667,27.1461583333333,27.30835,27.4705416666667,27.6327333333333,27.794925,27.9571166666667,28.1193083333333,28.2815,28.4436916666667,28.6058833333333,28.768075,28.9302666666667,29.0924583333333,29.25465,29.4168416666667,29.5790333333333,29.741225,29.9034166666667,30.0656083333333,30.2278,30.3899916666667,30.5521833333333,30.714375,30.8765666666667,31.0387583333333,31.20095,31.3631416666667,31.5253333333333,31.687525,31.8497166666667,32.0119083333333,32.1741,32.3362916666667,32.4984833333333,32.660675,32.8228666666667,32.9850583333333,33.14725,33.3094416666667,33.4716333333333,33.633825,33.7960166666667,33.9582083333333,34.1204,34.2825916666667,34.4447833333333,34.606975,34.7691666666667
AT2G22770.1,30.0814333333333,20.0752333333333,15.9019,15.2080666666667,14.5142333333333,14.3009,14.0875666666667,13.8742333333333,13.6609,13.4475666666667,13.2342333333333,13.0209,12.8075666666667,12.5942333333333,12.3809,12.1675666666667,11.9542333333333,11.9498041666667,11.945375,11.9409458333333,11.9365166666667,11.9320875,11.9276583333333,11.9232291666667,11.9188,11.9143708333333,11.9099416666667,11.9055125,11.9010833333333,11.8966541666667,11.892225,11.8877958333333,11.8833666666667,11.8789375,11.8745083333333,11.8700791666667,11.86565,11.8612208333333,11.8567916666667,11.8523625,11.8479333333333,11.8435041666667,11.839075,11.8346458333333,11.8302166666667,11.8257875,11.8213583333333,11.8169291666667,11.8125,11.8161118055556,11.8197236111111,11.8233354166667,11.8269472222222,11.8305590277778,11.8341708333333,11.8377826388889,11.8413944444444,11.84500625,11.8486180555556,11.8522298611111,11.8558416666667,11.8594534722222,11.8630652777778,11.8666770833333,11.8702888888889,11.8739006944444,11.8775125,11.8811243055556,11.8847361111111,11.8883479166667,11.8919597222222,11.8955715277778,11.8991833333333,11.9027951388889,11.9064069444444,11.91001875,11.9136305555556,11.9172423611111,11.9208541666667,11.9244659722222,11.9280777777778,11.9316895833333,11.9353013888889,11.9389131944444,11.942525,11.9461368055556,11.9497486111111,11.9533604166667,11.9569722222222,11.9605840277778,11.9641958333333,11.9678076388889,11.9714194444444,11.97503125,11.9786430555556,11.9822548611111,11.9858666666667
AT2G37740.1,1.16283333333333,0.901766666666667,0.767033333333333,0.754366666666667,0.7417,0.741111111111111,0.740522222222222,0.739933333333333,0.739344444444444,0.738755555555555,0.738166666666667,0.737577777777778,0.736988888888889,0.7364,0.735811111111111,0.735222222222222,0.734633333333333,0.726742708333333,0.718852083333333,0.710961458333333,0.703070833333333,0.695180208333333,0.687289583333333,0.679398958333333,0.671508333333333,0.663617708333333,0.655727083333333,0.647836458333333,0.639945833333333,0.632055208333333,0.624164583333333,0.616273958333333,0.608383333333333,0.600492708333333,0.592602083333333,0.584711458333333,0.576820833333333,0.568930208333333,0.561039583333333,0.553148958333333,0.545258333333333,0.537367708333333,0.529477083333333,0.521586458333333,0.513695833333333,0.505805208333333,0.497914583333333,0.490023958333333,0.482133333333333,0.489884027777778,0.497634722222222,0.505385416666667,0.513136111111111,0.520886805555556,0.5286375,0.536388194444444,0.544138888888889,0.551889583333333,0.559640277777778,0.567390972222222,0.575141666666667,0.582892361111111,0.590643055555556,0.59839375,0.606144444444444,0.613895138888889,0.621645833333333,0.629396527777778,0.637147222222222,0.644897916666667,0.652648611111111,0.660399305555555,0.66815,0.675900694444444,0.683651388888889,0.691402083333333,0.699152777777778,0.706903472222222,0.714654166666667,0.722404861111111,0.730155555555556,0.73790625,0.745656944444444,0.753407638888889,0.761158333333333,0.768909027777778,0.776659722222222,0.784410416666667,0.792161111111111,0.799911805555556,0.8076625,0.815413194444444,0.823163888888889,0.830914583333333,0.838665277777778,0.846415972222222,0.854166666666667
AT3G02940.1,1.23773333333333,0.7674,0.610633333333333,0.499716666666667,0.3888,0.388713888888889,0.388627777777778,0.388541666666667,0.388455555555556,0.388369444444444,0.388283333333333,0.388197222222222,0.388111111111111,0.388025,0.387938888888889,0.387852777777778,0.387766666666667,0.384567708333333,0.38136875,0.378169791666667,0.374970833333333,0.371771875,0.368572916666667,0.365373958333333,0.362175,0.358976041666667,0.355777083333333,0.352578125,0.349379166666667,0.346180208333333,0.34298125,0.339782291666667,0.336583333333333,0.333384375,0.330185416666667,0.326986458333333,0.3237875,0.320588541666667,0.317389583333333,0.314190625,0.310991666666667,0.307792708333333,0.30459375,0.301394791666667,0.298195833333333,0.294996875,0.291797916666667,0.288598958333333,0.2854,0.287295138888889,0.289190277777778,0.291085416666667,0.292980555555555,0.294875694444444,0.296770833333333,0.298665972222222,0.300561111111111,0.30245625,0.304351388888889,0.306246527777778,0.308141666666667,0.310036805555556,0.311931944444444,0.313827083333333,0.315722222222222,0.317617361111111,0.3195125,0.321407638888889,0.323302777777778,0.325197916666667,0.327093055555556,0.328988194444444,0.330883333333333,0.332778472222222,0.334673611111111,0.33656875,0.338463888888889,0.340359027777778,0.342254166666667,0.344149305555556,0.346044444444444,0.347939583333333,0.349834722222222,0.351729861111111,0.353625,0.355520138888889,0.357415277777778,0.359310416666667,0.361205555555556,0.363100694444444,0.364995833333333,0.366890972222222,0.368786111111111,0.37068125,0.372576388888889,0.374471527777778,0.376366666666667
AT3G03450.1,13.7340333333333,12.0248333333333,19.0907666666667,16.5404666666667,13.9901666666667,13.4415916666667,12.8930166666667,12.3444416666667,11.7958666666667,11.2472916666667,10.6987166666667,10.1501416666667,9.60156666666667,9.05299166666667,8.50441666666666,7.95584166666667,7.40726666666667,7.3687375,7.33020833333333,7.29167916666667,7.25315,7.21462083333333,7.17609166666667,7.1375625,7.09903333333333,7.06050416666667,7.021975,6.98344583333333,6.94491666666667,6.9063875,6.86785833333333,6.82932916666667,6.7908,6.75227083333333,6.71374166666667,6.6752125,6.63668333333333,6.59815416666667,6.559625,6.52109583333333,6.48256666666667,6.4440375,6.40550833333333,6.36697916666667,6.32845,6.28992083333333,6.25139166666667,6.2128625,6.17433333333333,6.13065763888889,6.08698194444445,6.04330625,5.99963055555556,5.95595486111111,5.91227916666667,5.86860347222222,5.82492777777778,5.78125208333333,5.73757638888889,5.69390069444445,5.650225,5.60654930555556,5.56287361111111,5.51919791666667,5.47552222222222,5.43184652777778,5.38817083333333,5.34449513888889,5.30081944444444,5.25714375,5.21346805555556,5.16979236111111,5.12611666666667,5.08244097222222,5.03876527777778,4.99508958333333,4.95141388888889,4.90773819444444,4.8640625,4.82038680555556,4.77671111111111,4.73303541666667,4.68935972222222,4.64568402777778,4.60200833333333,4.55833263888889,4.51465694444444,4.47098125,4.42730555555556,4.38362986111111,4.33995416666667,4.29627847222222,4.25260277777778,4.20892708333333,4.16525138888889,4.12157569444444,4.0779
AT3G56970.1,1.85886666666667,1.9173,1.61396666666667,1.63241666666667,1.65086666666667,1.65127222222222,1.65167777777778,1.65208333333333,1.65248888888889,1.65289444444444,1.6533,1.65370555555556,1.65411111111111,1.65451666666667,1.65492222222222,1.65532777777778,1.65573333333333,1.63450520833333,1.61327708333333,1.59204895833333,1.57082083333333,1.54959270833333,1.52836458333333,1.50713645833333,1.48590833333333,1.46468020833333,1.44345208333333,1.42222395833333,1.40099583333333,1.37976770833333,1.35853958333333,1.33731145833333,1.31608333333333,1.29485520833333,1.27362708333333,1.25239895833333,1.23117083333333,1.20994270833333,1.18871458333333,1.16748645833333,1.14625833333333,1.12503020833333,1.10380208333333,1.08257395833333,1.06134583333333,1.04011770833333,1.01888958333333,0.997661458333333,0.976433333333333,0.970475694444444,0.964518055555555,0.958560416666667,0.952602777777778,0.946645138888889,0.9406875,0.934729861111111,0.928772222222222,0.922814583333333,0.916856944444444,0.910899305555556,0.904941666666667,0.898984027777778,0.893026388888889,0.88706875,0.881111111111111,0.875153472222222,0.869195833333333,0.863238194444444,0.857280555555555,0.851322916666666,0.845365277777778,0.839407638888889,0.83345,0.827492361111111,0.821534722222222,0.815577083333333,0.809619444444444,0.803661805555555,0.797704166666667,0.791746527777778,0.785788888888889,0.77983125,0.773873611111111,0.767915972222222,0.761958333333333,0.756000694444444,0.750043055555556,0.744085416666666,0.738127777777778,0.732170138888889,0.7262125,0.720254861111111,0.714297222222222,0.708339583333333,0.702381944444444,0.696424305555555,0.690466666666667
