AT1G01010.1,1.2691,1.7789,3.0794,1.5557,1.7736,2.5556,1.0993,1.1138,1.4620,1.8941,1.2708,2.0488,1.3424,1.1605,4.0374,1.7466,1.8508,3.0382,3.0337,3.4150,3.6720
AT1G01030.1,0.8183,0.5305,0.9886,0.7999,0.8235,0.7960,1.1125,0.4723,0.7226,0.6428,0.7818,1.2699,0.7538,0.7811,1.6701,0.8882,1.0139,1.5593,0.7619,1.0898,1.0700
AT1G01060.3,1.5785,1.4531,4.2083,1.2624,1.1160,2.4995,1.5816,1.5876,1.7452,1.5147,1.0567,2.8764,1.0010,0.5467,2.7566,0.6305,0.6755,1.1242,0.9724,1.3234,2.0795
AT1G01060.2,1.9013,1.4606,4.3204,1.2905,1.1831,2.7077,1.5086,1.4741,1.8684,1.4622,1.2917,3.0635,0.9710,0.5612,3.1139,0.6811,0.7362,1.1999,0.9745,1.3512,2.2269
AT1G01060.4,2.0101,1.5571,4.5913,1.3758,1.2329,2.8752,1.6082,1.5715,1.9919,1.5588,1.3770,3.2255,1.0351,0.5982,3.3046,0.7261,0.7848,1.2792,1.0388,1.4405,2.3605
AT1G01060.1,1.9631,1.5328,4.5410,1.3549,1.2041,2.8192,1.5706,1.5348,1.9588,1.5224,1.3621,3.1501,1.0110,0.5843,3.2568,0.7092,0.7665,1.2493,1.0146,1.4288,2.3186
AT1G01060.5,1.5242,1.3549,3.9878,1.2002,1.0588,2.3321,1.4813,1.4815,1.6527,1.3998,0.9936,2.7366,0.9251,0.5053,2.6937,0.5962,0.6367,1.0481,0.8987,1.2775,1.9875
AT1G01160.1,10.5972,15.3156,17.9245,13.2162,12.9019,14.8105,12.4094,14.5120,13.4832,14.7226,7.6353,12.6685,11.2273,9.5734,14.3171,14.3992,12.7804,16.5106,16.2978,21.2048,17.4348
AT1G01160.2,9.9328,14.2416,16.6681,12.2666,11.9484,13.8777,11.4923,13.4395,12.6477,13.7122,7.1951,11.8903,10.4295,8.9178,13.4004,13.4004,11.8660,15.4901,15.0934,19.7694,16.3052
AT1G01250.1,0.0540,0.1947,0.0010,0.1097,0.1787,0.1092,0.2244,0.0475,0.0441,0.3649,0.1670,0.0433,0.0864,0.1745,0.1903,0.2197,0.0816,0.1495,0.1971,0.2832,0.0435
AT1G01260.3,4.0908,3.6491,7.2251,3.4845,3.2865,4.9600,3.1722,3.7567,4.2674,4.7441,2.6156,5.5861,3.1860,2.0132,5.6905,3.2649,2.7327,4.9657,3.7713,3.8404,5.9611
AT1G01260.1,4.0876,3.6462,7.2344,3.4818,3.2839,4.9914,3.1594,3.7690,4.3061,4.7404,2.5955,5.6368,3.1835,2.0116,5.6861,3.2624,2.7306,4.9521,3.7556,3.8489,5.9980
AT1G01260.2,4.3773,3.9409,7.7172,3.7634,3.4989,5.3116,3.4265,4.0713,4.5335,5.0863,2.8150,5.9343,3.4377,2.1817,6.1336,3.5074,2.9615,5.3186,4.0594,4.1495,6.4452
AT1G01350.1,1.9427,1.5610,5.3036,1.3079,1.6562,2.8405,1.6312,1.9564,2.5120,2.2820,1.2316,2.8754,1.1298,0.9810,3.5845,1.2104,1.3576,2.7679,1.6512,2.0789,3.1201
AT1G01380.1,7.7085,8.8031,9.4370,7.3740,8.8401,10.3373,8.8149,9.5257,9.9150,8.9565,9.5338,9.6798,11.6643,9.3262,13.2823,12.8627,14.3064,11.8215,9.9614,12.6268,8.1500
AT1G01520.1,0.7797,1.0263,3.3167,0.3917,0.4364,1.3796,0.5640,1.5955,0.9720,1.6826,0.2180,0.9966,0.2939,0.4431,0.1401,0.1725,0.1590,1.0782,0.4239,0.2431,0.9600
