AT1G01270.1,0.0010,0.0010,0.5412,0.4293,2.1007,0.4272,0.0010,0.5502,0.5100,1.2297,1.9629,2.0016,0.0010,1.2310,0.0010,0.0010,0.0010,1.0540,0.0010,0.4179,0.0010
AT1G01380.1,7.7085,8.8031,9.4370,7.3740,8.8401,10.3373,8.8149,9.5257,9.9150,8.9565,9.5338,9.6798,11.6643,9.3262,13.2823,12.8627,14.3064,11.8215,9.9614,12.6268,8.1500
AT1G01453.1,0.6415,0.8795,0.6230,0.8502,1.2433,0.7916,0.8452,1.3711,0.9777,1.2585,0.9213,1.4406,2.0659,2.2039,1.2887,4.1340,3.1086,3.0992,3.0252,4.7743,3.1200
AT1G01453.2,0.5819,0.7977,0.5337,0.7711,1.1276,0.7179,0.7666,1.2435,0.8867,1.1414,0.7976,1.3065,1.8736,1.9749,1.1687,3.7491,2.8192,2.8106,2.7435,4.3297,2.8003
AT1G01600.1,9.6037,13.0419,6.9940,16.8154,13.1772,6.1761,10.1231,8.8613,8.0279,10.4568,9.0036,9.2194,12.0329,12.5148,11.3002,11.6347,13.8194,12.9512,16.9510,16.8350,13.3955
AT1G01640.2,8.0297,13.8523,9.5025,10.8852,13.1723,10.5229,11.8360,10.1045,9.5283,9.6667,12.4002,7.7486,15.5475,14.4232,12.0925,20.8957,19.1007,13.1407,23.6365,22.5036,14.8453
AT1G01640.1,7.7712,13.6778,9.3906,10.8344,12.9536,10.2527,11.5882,9.8885,9.2033,9.6307,11.9767,7.5299,15.0703,14.1897,11.5432,20.7784,18.4809,12.7743,23.3438,22.3222,14.3945
AT1G01650.1,14.9662,14.0058,12.9724,16.2198,16.4443,16.3262,13.8662,13.5744,17.2201,16.0249,21.3383,19.1089,24.1746,26.3717,32.8132,22.5121,24.7205,27.9453,22.9886,25.2430,31.7302
AT1G01650.2,14.4170,13.4918,12.5311,15.6246,15.8408,15.7270,13.3574,13.0763,16.6045,15.4368,20.5552,18.4076,23.2874,25.4039,31.6089,21.6859,23.8132,26.9310,22.1449,24.3166,30.5657
AT1G01725.1,7.9817,8.4334,8.9306,7.6870,8.3473,10.3334,9.1431,13.7491,9.4562,11.2202,7.1046,7.6384,8.8949,11.4897,10.2129,13.1842,12.7485,11.9361,14.8872,15.1619,13.6918
AT1G01750.1,8.5865,8.1908,5.0082,4.9232,7.6397,4.4253,4.4749,5.9064,6.8889,9.4538,7.0323,7.6036,13.1858,13.2635,12.3370,20.4598,19.4267,15.9746,14.9523,19.4766,20.5024
AT1G01770.1,2.6149,2.0793,3.4506,2.3340,2.1933,2.3098,1.9297,2.6440,2.8970,3.1804,1.4458,2.8618,2.3825,1.7505,2.5903,2.6449,2.9850,3.2302,3.8868,4.4927,5.3258
AT1G02050.1,1.2221,1.0928,1.8748,1.6490,1.1674,1.2252,1.9426,1.8764,1.1872,2.1653,0.9580,1.1124,1.4500,1.4231,1.4558,1.4859,1.9113,1.9794,2.4127,2.4865,2.2079
AT1G02205.3,130.0466,207.0058,134.5133,286.9800,195.8230,157.0046,189.8095,164.4405,152.4235,174.2035,116.3158,156.9903,149.5246,112.8854,118.0685,159.4743,185.5988,199.8709,277.6652,323.0958,224.3851
AT1G02205.1,126.4955,188.2308,133.8345,258.6522,176.5854,151.1423,170.6756,148.4785,148.7547,158.6699,109.6717,149.0730,135.3557,102.6515,116.4729,145.9936,168.3291,187.6874,251.9429,290.5286,212.3238
AT1G02205.2,134.5995,200.4725,142.4692,275.6351,188.1912,160.9392,181.8363,158.1626,158.2339,168.9945,116.7848,158.6914,144.2484,109.3418,123.9048,155.4361,179.2856,199.9164,268.4209,309.5300,226.0396
AT1G02460.1,2.1005,2.4944,1.7919,2.3673,2.1348,2.1035,2.6649,1.4317,2.5522,2.4499,1.8077,4.1461,3.2460,2.3310,4.8563,2.7143,3.3283,3.6303,2.9646,2.5513,2.6198
AT1G02570.1,2.9470,3.4131,1.1453,1.9833,3.2955,2.2412,2.0127,2.8880,3.5549,2.6037,4.5158,3.3362,2.6920,5.2117,2.3700,6.8141,9.0068,6.6923,4.8739,8.9627,8.3224
AT1G02800.1,16.7277,20.5107,17.8679,26.4424,22.3074,18.6459,31.7296,12.7924,18.3169,18.1344,27.3943,21.1532,27.6569,24.4188,35.0014,19.3131,24.8062,26.9647,18.3864,19.6219,13.6392
AT1G02900.1,38.9785,45.5523,30.9901,37.5622,44.4919,37.7465,32.3792,41.9657,36.5141,51.1672,45.8698,41.9002,64.9370,62.1978,73.2941,72.8322,66.6429,52.6006,66.3337,60.5834,53.4760
AT1G02920.1,10.5075,15.6539,11.2329,11.3788,12.8957,15.2947,11.5583,18.4840,14.5032,16.7013,14.1519,21.9540,15.9269,21.0909,18.8622,24.4818,30.4815,21.2183,36.9803,30.5961,20.5176
AT1G02930.1,5.3537,7.2104,9.3880,5.4661,5.8444,8.7085,5.8881,10.0296,14.3042,10.8016,7.8579,20.8113,10.4781,15.0286,18.7139,11.8254,16.7808,16.4159,17.9977,15.6499,14.6392
AT1G02930.2,5.5684,8.5231,9.7899,6.1035,6.7458,8.9875,6.7720,11.6727,14.9677,12.6011,8.8886,21.9578,11.7174,17.1220,19.2539,13.7959,18.9110,17.7804,20.8466,18.2005,15.1967
AT1G03090.1,3.5123,3.0447,7.9114,4.6023,3.3583,4.4126,3.1110,4.5308,4.1417,5.7400,1.9089,5.8234,4.3309,3.6468,7.1071,5.7868,6.7887,10.9989,18.8811,21.2624,18.4882
AT1G03090.2,3.4323,3.0130,7.7756,4.5092,3.2962,4.3471,3.1022,4.4426,4.1031,5.7103,1.8654,5.7045,4.2600,3.6424,6.9912,5.6833,6.6994,10.8542,18.6289,20.9266,18.1084
AT1G03970.1,4.3012,4.6769,7.1570,3.5798,4.2576,4.9079,3.3156,3.4688,4.6955,4.8307,2.7132,6.0999,4.6222,2.3358,8.2393,3.7767,4.3647,7.5835,7.8914,9.3171,9.1183
AT1G04180.1,0.3525,0.7468,0.2134,1.2279,0.5612,0.1925,0.5094,0.5872,0.4013,1.3814,1.1030,1.0124,2.1260,1.2446,1.3831,1.5689,1.0980,0.9473,1.7454,1.5700,0.8763
AT1G04220.1,65.5576,77.9242,71.6957,94.1048,72.7827,62.5570,62.5173,54.7531,59.3995,61.4159,46.5103,74.8866,83.4463,66.5011,97.4545,63.7444,68.9091,88.3262,101.1507,127.3203,114.7455
AT1G04310.1,6.5574,6.5230,6.2199,7.6674,6.1496,5.1525,6.1761,6.9561,6.8272,13.2973,8.3951,10.4798,14.4021,9.0629,15.2740,10.8314,13.8464,15.1430,18.2236,18.5504,17.7381
AT1G05000.1,9.1793,11.2992,9.7729,11.1234,12.5484,11.1796,12.7908,11.6040,13.4500,13.5751,12.1263,13.3455,15.4150,16.4229,18.7508,15.9973,14.2176,14.7399,12.2487,15.0568,10.3933
AT1G05000.2,8.6184,10.4978,9.1531,10.4357,11.7537,10.5381,11.8978,10.8515,12.6158,12.8000,11.2760,12.5462,14.5259,15.4391,17.4423,15.0096,13.2888,13.9109,11.6555,14.2269,9.6310
AT1G05010.1,32.1190,39.9863,24.0292,41.9891,36.0919,21.4049,28.5068,24.2875,31.2497,76.4956,47.1491,63.9188,157.1083,112.5205,221.7554,107.4874,113.7648,145.2524,187.3709,190.7896,183.5218
AT1G05020.1,0.3877,0.3916,0.2394,0.4546,0.4644,0.2142,0.4004,0.2596,0.2706,0.7783,0.5975,1.0900,1.2626,1.3642,1.8767,1.3699,1.5146,2.2317,2.2514,2.4544,2.1161
AT1G05240.1,28.1356,24.4368,13.4387,16.7689,24.9740,21.7981,13.4823,19.4531,31.8524,25.1174,28.3411,27.1704,34.0707,45.0023,26.0748,64.8122,64.1309,66.9115,64.7096,80.0114,88.9065
AT1G05250.1,25.6772,22.6014,11.8566,13.8648,24.4641,19.4184,11.7561,20.3866,27.9933,23.0278,27.5119,24.5607,31.3185,41.7198,24.9249,64.5113,58.6740,64.3872,59.9979,76.8259,84.9313
AT1G05890.2,12.1215,10.6917,18.1976,14.7176,11.1585,14.2184,11.7902,15.2265,15.3277,16.0160,9.1135,14.7070,10.8420,7.8441,15.6347,10.0729,15.8063,18.5694,19.4323,21.2194,21.2376
AT1G05990.1,0.3757,0.1654,0.1950,0.3599,0.3152,0.7154,0.2267,0.0668,0.6104,0.5895,0.5491,0.5998,0.3634,0.8846,0.8714,0.9294,1.3127,2.1022,0.9445,1.0991,1.4455
AT1G06030.1,0.0447,0.1288,0.1896,0.1804,0.1109,0.3283,0.0800,0.1544,0.2853,0.3012,0.0467,0.2454,0.1066,0.1441,0.3914,0.5784,0.5663,0.8096,0.7776,1.2234,1.4048
AT1G06080.1,37.1954,44.2499,17.9946,42.3451,50.2148,28.2429,39.4229,25.2602,24.9555,51.4469,79.7555,38.0536,256.9475,189.3658,199.2689,175.8050,213.9887,163.2843,228.9092,217.7976,193.2914
AT1G06330.1,2.0462,2.0410,0.5627,1.9094,2.5740,1.9001,2.0174,1.6326,0.8326,2.1911,3.0122,1.7839,6.0699,7.0042,3.9049,8.5237,6.0147,3.1812,5.3713,6.1934,5.3771
AT1G06570.1,5.8704,5.2578,9.9110,5.7414,5.7403,6.6104,5.8318,8.3429,7.5686,8.6293,3.6808,6.3845,5.9777,5.0651,5.7825,7.2609,8.9567,11.3531,27.1010,32.6524,25.6195
AT1G06570.2,5.8970,5.2817,9.9559,5.7674,5.7663,6.6404,5.8582,8.3807,7.6028,8.6684,3.6975,6.4135,6.0048,5.0880,5.8087,7.2938,8.9973,11.4046,27.2237,32.8003,25.7356
AT1G06923.1,0.3997,0.3722,0.4077,0.4474,0.9434,0.4946,0.2849,0.7644,0.5905,0.4635,0.3797,0.5224,0.6145,0.6421,0.5839,0.7793,0.9389,1.0580,0.6989,1.4496,1.4566
AT1G06930.1,3.8037,3.2827,4.5741,3.0124,3.5129,5.0345,3.4249,4.8380,7.7498,5.3276,7.1889,7.9566,3.3069,5.1791,4.7349,3.8829,4.0982,5.2965,3.7034,5.2094,4.6683
AT1G07000.1,4.0446,4.3735,3.0360,4.7981,4.2403,3.9069,3.1524,3.9932,3.5755,5.1137,3.7669,3.4958,4.6062,4.1903,4.0852,4.3209,5.0855,4.7706,6.6416,5.9883,6.3732
AT1G07040.1,10.5176,10.8878,10.6641,12.1345,10.4516,11.5680,9.5939,11.0059,11.7366,13.5913,8.8755,10.8944,9.7645,9.8029,11.8953,10.8421,13.1717,13.5286,21.7702,24.2271,21.3858
AT1G07150.2,1.5720,1.3143,1.4296,1.3639,1.7186,1.8540,1.4546,2.7583,1.2330,2.6997,1.6425,1.2564,1.3576,1.5814,1.3295,1.4607,1.7517,1.4326,2.3280,2.4490,2.4120
AT1G07150.1,1.6413,1.3723,1.4927,1.4241,1.7944,1.9358,1.5188,2.8801,1.2874,2.8189,1.7150,1.3118,1.4175,1.6512,1.3881,1.5252,1.8290,1.4959,2.4308,2.5571,2.5184
AT1G07230.1,17.5034,25.6857,18.6103,33.4203,26.8624,19.7672,25.1490,21.2320,21.2731,23.1772,17.5902,17.6783,26.7875,21.5324,21.6941,29.9646,31.2406,26.6277,40.9349,40.4546,27.6664
AT1G07260.1,3.8135,4.2219,3.9143,3.5617,5.1215,4.4916,3.5708,5.1779,4.7565,5.0078,5.8688,3.3770,6.5825,6.5653,4.3511,5.8307,6.0589,5.1584,5.9725,6.1784,6.6427
AT1G07300.1,1.6356,2.2152,3.2408,1.8652,1.2196,3.2990,2.1166,2.0199,3.2997,2.1998,2.4048,2.0813,2.0015,2.9754,4.2742,3.4511,4.6084,5.0597,3.8570,5.2838,4.1342
AT1G07310.1,66.4405,78.8446,47.6540,77.6721,86.7572,64.1246,75.0845,69.1573,72.6503,54.4353,74.9239,63.0237,80.9770,88.0700,59.8020,87.5838,79.3529,71.9811,89.7106,114.4049,98.2254
AT1G07440.2,13.4827,10.5729,17.3165,11.7356,11.3989,16.3302,12.9761,14.6403,17.0759,15.0349,13.1114,12.0962,13.0980,14.6733,14.0064,20.5490,20.9322,26.3526,26.0948,24.3802,25.8453
